text,labels,PRODUCT_POSITIVE,PRODUCT_NEGATIVE,PRODUCT_NEUTRAL,PRICE_POSITIVE,PRICE_NEGATIVE,PRICE_NEUTRAL,PLACE_POSITIVE,PLACE_NEGATIVE,PLACE_NEUTRAL,PROMOTION_POSITIVE,PROMOTION_NEGATIVE,PROMOTION_NEUTRAL,OUT_OF_TOPIC,clean_text
Barang banyak enak mlihnya gak rame,"['PRODUCT_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,0,0,0,0,0,0,0,0,0,1,barang banyak enak mlihnya gak rame
Yuk yang mau beli 1 dapet 2,['PROMOTION_POSITIVE'],0,0,0,0,0,0,0,0,0,1,0,0,0,yuk yang mau beli 1 dapet 2
Banyak merk dan model baju dengan berbagai harga,"['PRODUCT_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,0,banyak merk dan model baju dengan berbagai harga
tempat yg menyenangkan untuk menghabiskan weekend bersama keluarga,['PLACE_POSITIVE'],0,0,0,0,0,0,1,0,0,0,0,0,0,tempat yg menyenangkan untuk menghabiskan weekend bersama keluarga
Cari yang mau di cari,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,cari yang mau di cari
banyak discont yg luar biasa,['PROMOTION_POSITIVE'],0,0,0,0,0,0,0,0,0,1,0,0,0,banyak discont yg luar biasa
Tempat belanja pakaian dan sepatu yang lengkap di Hartono Mall,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,tempat belanja pakaian dan sepatu yang lengkap di hartono mall
"Pengalman buruk pas kesini. Gak dilayani sama mbak nya. Eh pas disamperin mbak nya ternyata lagi ngobrol sama temen2 nya...
Ditanyain malah judes....",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,pengalman buruk pas kesini gak dilayani sama mbak nya eh pas disamperin mbak nya ternyata lagi ngobrol sama temen2 nya ditanyain malah judes
"suka aja di matahari hartono,lebih ramah pelayanannya",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,suka aja di matahari hartono lebih ramah pelayanannya
"Apa yg saya cari ada disini, alhamdulillah..",['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,apa yg saya cari ada disini alhamdulillah
Shopping area yang berada di hartono Mall. Lantai 1&2 sisi selatan. Tersedia berbagai apparel pria maupun wanita berbagai usia,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,shopping area yang berada di hartono mall lantai 1 2 sisi selatan tersedia berbagai apparel pria maupun wanita berbagai usia
tapi promo ga sebanyak matahari mall malioboro,['PROMOTION_NEGATIVE'],0,0,0,0,0,0,0,0,0,0,1,0,0,tapi promo ga sebanyak matahari mall malioboro
Koleksi sepatu di sini ko ngga terlalu banyak & menarij ya?udah 2x ke sini,['PRODUCT_NEGATIVE'],0,1,0,0,0,0,0,0,0,0,0,0,0,koleksi sepatu di sini ko ngga terlalu banyak menarij ya udah 2x ke sini
Kurang selengkap matahari lain di jogja,['PRODUCT_NEGATIVE'],0,1,0,0,0,0,0,0,0,0,0,0,0,kurang selengkap matahari lain di jogja
"Berada di dalam hartono mall. Koleksi cukup lengkap untuk busana, sepatu, dan lain-lain.",['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,berada di dalam hartono mall koleksi cukup lengkap untuk busana sepatu dan lain lain
Mall terbesar yg pernah saya liat...mataharinya juga keren,"['OUT_OF_TOPIC', 'PLACE_POSITIVE']",0,0,0,0,0,0,1,0,0,0,0,0,1,mall terbesar yg pernah saya liat mataharinya juga keren
pusat perbelanjaan yg layan lengkap dan wahana bermain anak yg cukup banyak,"['PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,pusat perbelanjaan yg layan lengkap dan wahana bermain anak yg cukup banyak
Matab jalan jalan dan belanja,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,matab jalan jalan dan belanja
"Pepak, lengkap, nyaman, banyak diskonnya","['PRODUCT_POSITIVE', 'PLACE_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,0,0,0,1,0,0,1,0,0,0,pepak lengkap nyaman banyak diskonnya
nah ini.. melihat matahari dari dekat. agak membahayakan kantong.,['PRICE_NEGATIVE'],0,0,0,0,1,0,0,0,0,0,0,0,0,nah ini melihat matahari dari dekat agak membahayakan kantong
Lengkaap. Banyak pilihan salah staunya sepatunya. Siapkan dompet tebal wkwk,"['PRODUCT_POSITIVE', 'PRICE_NEGATIVE']",1,0,0,0,1,0,0,0,0,0,0,0,0,lengkaap banyak pilihan salah staunya sepatunya siapkan dompet tebal wkwk
Mantap lurr jangan lupa follow ig: @pelajarkota.id,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,mantap lurr jangan lupa follow ig pelajarkota id
kalo nggak ada buy 1 get 3 gak belanja disini,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,kalo nggak ada buy 1 get 3 gak belanja disini
"Tempat belanja yang disukai keluarga saya ini. Terutama untuk kebutuhan fashion, sepatu dan mainan anak-anak.

Kadang ada diskon yang menguntungkan.","['PRODUCT_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,0,0,0,0,0,0,1,0,0,0,tempat belanja yang disukai keluarga saya ini terutama untuk kebutuhan fashion sepatu dan mainan anak anak kadang ada diskon yang menguntungkan
"Tempatnya didalam hartono mall, hartono mall terletak didaerah ringroad, kalau dari arah jakal mau kesini kudu muter balik dulu, tapi kalau dr arah bendara malah bisa langsung, tempatnya dipinggir jalan besar jadi disini sering banget macet apa lagi kalau malam minggu",['PLACE_NEGATIVE'],0,0,0,0,0,0,0,1,0,0,0,0,0,tempatnya didalam hartono mall hartono mall terletak didaerah ringroad kalau dari arah jakal mau kesini kudu muter balik dulu tapi kalau dr arah bendara malah bisa langsung tempatnya dipinggir jalan besar jadi disini sering banget macet apa lagi kalau malam minggu
Lebih lengkap dari matahari di mall lainnya,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,lebih lengkap dari matahari di mall lainnya
Koleksi baju dan sepatu anak bagus-bagus.,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,koleksi baju dan sepatu anak bagus bagus
T4nya sangat besar dan bersih dan semua ada di situ... wes to ora sak bingung 2x tuku ono Hartono moll pokoke wes to...,"['PLACE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,t4nya sangat besar dan bersih dan semua ada di situ wes to ora sak bingung 2x tuku ono hartono moll pokoke wes to
Penatannya jadi bikin keliayan sempit,['PLACE_POSITIVE'],0,0,0,0,0,0,1,0,0,0,0,0,0,penatannya jadi bikin keliayan sempit
"Luas so ini matahari , pilihan baju a juga banyak , ada sepatu juga banyak deh pokoknya ,","['PLACE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,luas so ini matahari pilihan baju a juga banyak ada sepatu juga banyak deh pokoknya
"Sukaaaaaak bgt, diskonnya gak kira kira hehehe sukak lah",['PROMOTION_POSITIVE'],0,0,0,0,0,0,0,0,0,1,0,0,0,sukaaaaaak bgt diskonnya gak kira kira hehehe sukak lah
Matahari store sama separti yg lain,['PLACE_NEUTRAL'],0,0,0,0,0,0,0,0,1,0,0,0,0,matahari store sama separti yg lain
kalo hoki dapet baju yg murah tapi kualitas okeeee,"['PRODUCT_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,0,kalo hoki dapet baju yg murah tapi kualitas okeeee
"Lengkap dan sering mengeluarkan harga promo yang aneh aneh, walaupun jatuhnya sama saja harganya dengan harga normal/standard. Fasilitas barang barang yang dijual sangat lengkap.","['PROMOTION_NEGATIVE', 'PRICE_NEGATIVE', 'PRODUCT_POSITIVE']",1,0,0,0,1,0,0,0,0,0,1,0,0,lengkap dan sering mengeluarkan harga promo yang aneh aneh walaupun jatuhnya sama saja harganya dengan harga normal standard fasilitas barang barang yang dijual sangat lengkap
Luas sudah lebih komplit dari pada lainnya,"['PLACE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,luas sudah lebih komplit dari pada lainnya
"The biggest mall in town. Tenant lengkap. Makanan komplit. Karena luas, lega buat jalan2","['PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,the biggest mall in town tenant lengkap makanan komplit karena luas lega buat jalan2
Pusat perbelanjaan buat beli pakaian.,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,pusat perbelanjaan buat beli pakaian
Tempatnya luas pilihan nya banyak,"['PLACE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,tempatnya luas pilihan nya banyak
"Tempat belanja yang lumayan lengkap, sama halnya seperti matahari yang lain, tempatnya luas dan nyaman, beragam produk dengan harga dan kualitas cukup lengkap, diskon juga ada","['PRODUCT_POSITIVE', 'PLACE_POSITIVE', 'PROMOTION_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,1,0,0,1,0,0,0,tempat belanja yang lumayan lengkap sama halnya seperti matahari yang lain tempatnya luas dan nyaman beragam produk dengan harga dan kualitas cukup lengkap diskon juga ada
Berkunjung kadang2 saja klo pas diajak Anak2...,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,berkunjung kadang2 saja klo pas diajak anak2
Macemnya banyak. 11-12 sama yg di gale dan mall malioboro,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,macemnya banyak 11 12 sama yg di gale dan mall malioboro
"Banyaaakk sale,tapi sms notif nya mengganggu","['PROMOTION_POSITIVE', 'OUT_OF_TOPIC']",0,0,0,0,0,0,0,0,0,1,0,0,1,banyaaakk sale tapi sms notif nya mengganggu
"Sama seperti matahari yang lain, cm pengalaman saya paling antri bayarnya ya agak lama. Wajar sih.",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,sama seperti matahari yang lain cm pengalaman saya paling antri bayarnya ya agak lama wajar sih
Beli eyeliner di situ request warna hitam dikasih warna hijau wkwkwkwk,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,beli eyeliner di situ request warna hitam dikasih warna hijau wkwkwkwk
Cuma ke Mi Store doang haha,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,cuma ke mi store doang haha
"Luas, sejuk, pilihan banyak, sangat rekomended.","['PLACE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,luas sejuk pilihan banyak sangat rekomended
Toko pakain lengkap di mall Hartono Jogyakarta,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,toko pakain lengkap di mall hartono jogyakarta
Bisa dibilang mall terbesar dijogja,['PLACE_POSITIVE'],0,0,0,0,0,0,1,0,0,0,0,0,0,bisa dibilang mall terbesar dijogja
belanja dimatahari hartono mall enak nyaman banyak pilihan dr anak2 sampai nenek2 top pokoknya,"['PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,belanja dimatahari hartono mall enak nyaman banyak pilihan dr anak2 sampai nenek2 top pokoknya
Wahana belanja yg sangat menarik,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,wahana belanja yg sangat menarik
"Spacenya luas.
Mudah di jangkau dan pelayanan ramah","['PLACE_POSITIVE', 'OUT_OF_TOPIC']",0,0,0,0,0,0,1,0,0,0,0,0,1,spacenya luas mudah di jangkau dan pelayanan ramah
"Berbagai pilihan merk dan harga, banyak pilihan. Tempat baik dan bersih","['PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,berbagai pilihan merk dan harga banyak pilihan tempat baik dan bersih
Variasi harga dan produk oke.,"['PRICE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,0,variasi harga dan produk oke
Sama juga yang membedakannya adalah tempatnya lebih luas.,['PLACE_POSITIVE'],0,0,0,0,0,0,1,0,0,0,0,0,0,sama juga yang membedakannya adalah tempatnya lebih luas
"Setiap pulang kampung mampir sink dulu,jalan2",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,setiap pulang kampung mampir sink dulu jalan2
Aku sihh sukanyaa koleksi sepatu kalo di matahari..diskonnya juga banyakk,"['PRODUCT_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,0,0,0,0,0,0,1,0,0,0,aku sihh sukanyaa koleksi sepatu kalo di matahari diskonnya juga banyakk
"Standard mataharilah.. sama aja dimana pun.  Buat konsep baru dong, biar tumpah ruah lagi.",['PLACE_NEUTRAL'],0,0,0,0,0,0,0,0,1,0,0,0,0,standard mataharilah sama aja dimana pun buat konsep baru dong biar tumpah ruah lagi
Salah satu mall terlengkap di jogja. Ada cgv disini,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,salah satu mall terlengkap di jogja ada cgv disini
Parkir agk jauh.mall luas sekali.wahana anak banyak yg menarik.ada kereta listrik jg.,['PLACE_POSITIVE'],0,0,0,0,0,0,1,0,0,0,0,0,0,parkir agk jauh mall luas sekali wahana anak banyak yg menarik ada kereta listrik jg
Juaranya pakaian dan sepatu diskon.. hehe,"['PRODUCT_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,0,0,0,0,0,0,1,0,0,0,juaranya pakaian dan sepatu diskon hehe
"Mantap diskonannya , barangnya pun bagus""","['PROMOTION_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,0,0,0,1,0,0,0,mantap diskonannya barangnya pun bagus
Sepakat sama temen kalau mau nge-mall pilihan nya kalau nggak hartono ya amplas. Ya meski lebih jauh sih. Tapi nyaman ajagitu,"['PLACE_POSITIVE', 'PLACE_NEGATIVE']",0,0,0,0,0,0,1,1,0,0,0,0,0,sepakat sama temen kalau mau nge mall pilihan nya kalau nggak hartono ya amplas ya meski lebih jauh sih tapi nyaman ajagitu
Banyak pilihan baju yang nyaman dengan harga yang sesuai. Pelayanan yang menyenangkan. Pegawai yang ramah.,"['PRODUCT_POSITIVE', 'PRICE_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,1,0,0,0,0,0,0,0,0,1,banyak pilihan baju yang nyaman dengan harga yang sesuai pelayanan yang menyenangkan pegawai yang ramah
"Sama seperti Matahari Department Store di kota lain, di sini pun tempatnya luas dan nyaman. Namun untuk produk batik kurang bervariasi dan kebanyakan harganya relatif mahal. Alangkah baiknya jika dilengkapi dengan batik dengan harga yg terjangkau.","['PRICE_NEGATIVE', 'PRODUCT_NEGATIVE', 'PLACE_POSITIVE']",0,1,0,0,1,0,1,0,0,0,0,0,0,sama seperti matahari department store di kota lain di sini pun tempatnya luas dan nyaman namun untuk produk batik kurang bervariasi dan kebanyakan harganya relatif mahal alangkah baiknya jika dilengkapi dengan batik dengan harga yg terjangkau
Salah satu mall d jogya yg menyatu dengan hotel dan apartemen d jln rung road Utara jogya,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,salah satu mall d jogya yg menyatu dengan hotel dan apartemen d jln rung road utara jogya
lumayan bersih dan suananya adem,['PLACE_POSITIVE'],0,0,0,0,0,0,1,0,0,0,0,0,0,lumayan bersih dan suananya adem
Lengkap serba ada banyak diskon,"['PLACE_POSITIVE', 'PROMOTION_POSITIVE']",0,0,0,0,0,0,1,0,0,1,0,0,0,lengkap serba ada banyak diskon
"Baagus...cm saran saya jangan pulang jm 10 malam, bisa2 kejebak macet diparkiran",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,baagus cm saran saya jangan pulang jm 10 malam bisa2 kejebak macet diparkiran
tempatnya sudah standar Matahari Corps.,['PLACE_NEUTRAL'],0,0,0,0,0,0,0,0,1,0,0,0,0,tempatnya sudah standar matahari corps
"Toko matahari .. tempat komplit dengan berbagai pilihan, mulai Dari pakaian wanita, pria Dan anak-anak,, sepatu, sandal, parfum, macam- macam merk ada disini, pelayanan jg cukup ramah, selalu ada diskon , entah 2 gratis 1 atau potongan 50rb..","['PRODUCT_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,0,0,0,0,0,0,1,0,0,0,toko matahari tempat komplit dengan berbagai pilihan mulai dari pakaian wanita pria dan anak anak sepatu sandal parfum macam macam merk ada disini pelayanan jg cukup ramah selalu ada diskon entah 2 gratis 1 atau potongan 50rb
"kalo baju disini banyak diskon, tapi koleksi sepatunya sedikit","['PROMOTION_POSITIVE', 'PRODUCT_NEGATIVE']",0,1,0,0,0,0,0,0,0,1,0,0,0,kalo baju disini banyak diskon tapi koleksi sepatunya sedikit
Matahari di sini luas dan barangnya lumayan lengkap!,"['PLACE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,matahari di sini luas dan barangnya lumayan lengkap
Luas dan banyak pilihan brand,"['PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,luas dan banyak pilihan brand
Banyak pilihan dan harga terjangkau. Sering promo,"['PRODUCT_POSITIVE', 'PRICE_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,1,0,0,0,0,0,1,0,0,0,banyak pilihan dan harga terjangkau sering promo
lumayan lengkap. dan up to date,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,lumayan lengkap dan up to date
"Tempat berbelaja pakaian yang menyenangkan, disini ada berbagai macam brand yg disediakan, dari harga yang terjangkau hingga yg mahal, banyak diskon yang diberikan, tips : jangan terlalu tergiur dengan diskonnya ya, terap berbelanja sesuai dengan kebutuhan dan budget di kantong anda. Salam reviewer","['PRODUCT_POSITIVE', 'PRICE_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,1,0,0,0,0,0,1,0,0,0,tempat berbelaja pakaian yang menyenangkan disini ada berbagai macam brand yg disediakan dari harga yang terjangkau hingga yg mahal banyak diskon yang diberikan tips jangan terlalu tergiur dengan diskonnya ya terap berbelanja sesuai dengan kebutuhan dan budget di kantong anda salam reviewer
cari hp atau baju tempatnya pas kalo kesini,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,cari hp atau baju tempatnya pas kalo kesini
"seperti toko matahari yang lain, sudah gitu aja.",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,seperti toko matahari yang lain sudah gitu aja
Cukup lengkap and banyak pilihannya,['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,cukup lengkap and banyak pilihannya
"Suka banget ke mall ini.. Banyak pilihan, mall terbesar se yogyakarta.","['PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,suka banget ke mall ini banyak pilihan mall terbesar se yogyakarta
"Varian pakaian cukup lengkap, harga juga sesuai. Paling suka sama merk NEVADA karena harga terjangkau dan sering ada promo :)","['PRODUCT_POSITIVE', 'PRICE_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,1,0,0,0,0,0,1,0,0,0,varian pakaian cukup lengkap harga juga sesuai paling suka sama merk nevada karena harga terjangkau dan sering ada promo
Kaya matahari pada umumnya deh ya,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,kaya matahari pada umumnya deh ya
"Tempat andalan buat cari baju sepatu, apalagi kalau lg diskon","['PRODUCT_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,0,0,0,0,0,0,1,0,0,0,tempat andalan buat cari baju sepatu apalagi kalau lg diskon
Seperti matahari departemen store pada umumnya. Selalu ada diskon.,['PROMOTION_POSITIVE'],0,0,0,0,0,0,0,0,0,1,0,0,0,seperti matahari departemen store pada umumnya selalu ada diskon
Matahari selalu buka diskon yuk datanv,['PROMOTION_POSITIVE'],0,0,0,0,0,0,0,0,0,1,0,0,0,matahari selalu buka diskon yuk datanv
"Oke lah...standar matahari. Sering diskon, jadi senang2 aja.","['PLACE_NEUTRAL', 'PROMOTION_POSITIVE']",0,0,0,0,0,0,0,0,1,1,0,0,0,oke lah standar matahari sering diskon jadi senang2 aja
Kalau ada matahari selalu mampir lah pastinya,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,kalau ada matahari selalu mampir lah pastinya
Mall nya besarr banget... T. O. P,['PLACE_POSITIVE'],0,0,0,0,0,0,1,0,0,0,0,0,0,mall nya besarr banget t o p
matahaaariii... selalu ada diskon dan CS yang siap membantu,"['PROMOTION_POSITIVE', 'OUT_OF_TOPIC']",0,0,0,0,0,0,0,0,0,1,0,0,1,matahaaariii selalu ada diskon dan cs yang siap membantu
Pusat perbelanjaan modern di Kota Yogya,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,pusat perbelanjaan modern di kota yogya
Menawarkan berbelanja dg berbagai diskon menarik,['PROMOTION_POSITIVE'],0,0,0,0,0,0,0,0,0,1,0,0,0,menawarkan berbelanja dg berbagai diskon menarik
Banyak diskon.. Pelayanan kasir ramah..,"['PROMOTION_POSITIVE', 'OUT_OF_TOPIC']",0,0,0,0,0,0,0,0,0,1,0,0,1,banyak diskon pelayanan kasir ramah
Mata bisa jelalatan liat baju baju,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,mata bisa jelalatan liat baju baju
"Kalo ke Jogja harus mampir ke Hartono mall.. Mall nya bagus banyak stand2 menarik, ada tempat bermain utk anak juga",['PLACE_POSITIVE'],0,0,0,0,0,0,1,0,0,0,0,0,0,kalo ke jogja harus mampir ke hartono mall mall nya bagus banyak stand2 menarik ada tempat bermain utk anak juga
Setiap sudut ada kids playground,['PLACE_POSITIVE'],0,0,0,0,0,0,1,0,0,0,0,0,0,setiap sudut ada kids playground
"baju dan celana yang di jual cukup lengkap dan banyak pilihan
dari size kecil sampai besar ada semua
bahkan ada size jumbo juga

kalau di tempat lain biasa nya gak cocok karena ukuran yang selalu ga ada

disini pasti ada untuk size saya
pokok nya recommended banget deh",['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,baju dan celana yang di jual cukup lengkap dan banyak pilihan dari size kecil sampai besar ada semua bahkan ada size jumbo juga kalau di tempat lain biasa nya gak cocok karena ukuran yang selalu ga ada disini pasti ada untuk size saya pokok nya recommended banget deh
Jangan ketinggalan promo diskon setiap saat dan miliki membernya bersama ovo,['PROMOTION_POSITIVE'],0,0,0,0,0,0,0,0,0,1,0,0,0,jangan ketinggalan promo diskon setiap saat dan miliki membernya bersama ovo
Sesekali ngajak anak main game,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,sesekali ngajak anak main game
Tempat belanja rekomen klu sedang di mall,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,tempat belanja rekomen klu sedang di mall
Seperti matahari di mall2. Isinya ya begitu,"['PLACE_POSITIVE', 'PRODUCT_NEUTRAL']",0,0,1,0,0,0,1,0,0,0,0,0,0,seperti matahari di mall2 isinya ya begitu
"Overall umumnya Matahari store gimana,",['PLACE_NEUTRAL'],0,0,0,0,0,0,0,0,1,0,0,0,0,overall umumnya matahari store gimana
Pernah dpt diskon besar celana jeans cinos gtu harganya gk nyampek 100rb,['PROMOTION_POSITIVE'],0,0,0,0,0,0,0,0,0,1,0,0,0,pernah dpt diskon besar celana jeans cinos gtu harganya gk nyampek 100rb
Nah..ini mall luas bgt..bisa manjain kaki kamu guys...dan outlet nya lengkap bisa dijangkau semua kalangan.,"['PLACE_POSITIVE', 'PRODUCT_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,1,0,0,0,0,0,0,nah ini mall luas bgt bisa manjain kaki kamu guys dan outlet nya lengkap bisa dijangkau semua kalangan
"Jangan lupa masuk jalur lambat, tepat di seberang JIH",['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,jangan lupa masuk jalur lambat tepat di seberang jih
Luas..nyaman..tapi masih banyak toko yang kosong,"['PLACE_POSITIVE', 'PLACE_NEGATIVE']",0,0,0,0,0,0,1,1,0,0,0,0,0,luas nyaman tapi masih banyak toko yang kosong
Krg banyak brgnya tp srg beruntung dpt brg diskonan yg bagus..,"['PRODUCT_NEGATIVE', 'PROMOTION_POSITIVE']",0,1,0,0,0,0,0,0,0,1,0,0,0,krg banyak brgnya tp srg beruntung dpt brg diskonan yg bagus
Mall nya di ringroad utara jauh,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,mall nya di ringroad utara jauh
Kurang up to date modelnya,['PRODUCT_NEGATIVE'],0,1,0,0,0,0,0,0,0,0,0,0,0,kurang up to date modelnya
"Kalau Mau belanja kesini aja eh, super lengkap",['PRODUCT_POSITIVE'],1,0,0,0,0,0,0,0,0,0,0,0,0,kalau mau belanja kesini aja eh super lengkap
Bagus sih barang nya tapi masih kemahalan,"['PRICE_NEGATIVE', 'PRODUCT_POSITIVE']",1,0,0,0,1,0,0,0,0,0,0,0,0,bagus sih barang nya tapi masih kemahalan
"Tempatnya bagus,luas,nyaman dan barang barangnya pun juga bagus","['PLACE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,tempatnya bagus luas nyaman dan barang barangnya pun juga bagus
"Koleksinya lengkap, terdapat banyak diskon, dan pelayanan ramah.","['PRODUCT_POSITIVE', 'PROMOTION_POSITIVE', 'OUT_OF_TOPIC']",1,0,0,0,0,0,0,0,0,1,0,0,1,koleksinya lengkap terdapat banyak diskon dan pelayanan ramah
Hay guys mo dandan yg cantik bl cosmetic branded ada di sini n ting'al pilih n kita beli clinique n loreal bgs loh,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,hay guys mo dandan yg cantik bl cosmetic branded ada di sini n ting al pilih n kita beli clinique n loreal bgs loh
Ya baru pertama kali datang jadi agak binggung,['OUT_OF_TOPIC'],0,0,0,0,0,0,0,0,0,0,0,0,1,ya baru pertama kali datang jadi agak binggung
"Koleksinya lengkap, banyak pilihan,  banyak diskon cuy..","['PRODUCT_POSITIVE', 'PROMOTION_POSITIVE']",1,0,0,0,0,0,0,0,0,1,0,0,0,koleksinya lengkap banyak pilihan banyak diskon cuy
Standard as many matahari department store.,['PLACE_NEUTRAL'],0,0,0,0,0,0,0,0,1,0,0,0,0,standard as many matahari department store
Bisa dikatakan lebih gede dari jcm ( kayanya),['PLACE_POSITIVE'],0,0,0,0,0,0,1,0,0,0,0,0,0,bisa dikatakan lebih gede dari jcm kayanya
Komplit dan luas bisa buat olah raga jalan kaki Ttp pakai baju rapi atau pun santai ada juga wahana permainan ank2,"['PRODUCT_POSITIVE', 'PLACE_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,komplit dan luas bisa buat olah raga jalan kaki ttp pakai baju rapi atau pun santai ada juga wahana permainan ank2
"Bersih, tempat nyaman, model amajing, merk"" terkenal pun ada","['PLACE_POSITIVE', 'PRODUCT_POSITIVE']",1,0,0,0,0,0,1,0,0,0,0,0,0,bersih tempat nyaman model amajing merk terkenal pun ada
Matahari pakaian bagus bagus harga lumayan,"['PRODUCT_POSITIVE', 'PRICE_POSITIVE']",1,0,0,1,0,0,0,0,0,0,0,0,0,matahari pakaian bagus bagus harga lumayan
